242.907 34.1164
242.555 33.2743
242.555 33.2743
243.571 34.5943
241.305 34.8245
240.637 34.015
245.068 36.3191
242.675 33.3418
242.524 33.3811
241.09 35.2013
241.089 35.2013
242.846 34.4683
243.37 33.5401
242.103 34.126
242.795 40.4128
240.97 33.4805
245.125 42.6058
240.018 34.5822
243.116 34.2643
240.594 34.9205
243.379 37.0399
244.002 34.0005
241.926 35.8784
241.84 33.9671
242.935 33.5782
243.92 35.287
241.905 33.9623
245.109 42.6131
245.111 42.6118
245.108 42.6161
245.285 33.6104
243.947 34.2514
243.015 33.9627
244.27 33.3646
241.723 34.1849
241.423 34.6823
242.988 34.9186
241.812 34.2928
239.804 34.6128
243.128 36.9176
242.156 42.7795
240.653 35.1573
235.437 42.8361
244.01 33.6551
239.566 35.9394
239.569 35.8884
242.596 33.4554
241.517 33.4458
241.666 33.3116
241.517 33.4458
241.37 34.1386
242.329 35.5653
241.789 33.8763
240.987 34.8064
243.664 34.8295
242.035 34.244
237.881 37.7241
241.974 34.3334
243.234 36.7465
242.172 34.6405
241.063 34.1096
241.873 34.1367
242.576 34.2712
242.521 34.3138
241.856 34.5303
242.291 34.1099
242.689 33.1354
245.126 40.5584
241.589 34.3532
242.391 33.8576
244.877 32.8635
244.272 32.8505
240.12 34.4149
242.191 35.9823
243.613 33.7325
242.427 35.0717
243.431 36.8077
239.249 35.7916
242.9 34.0391
240.275 35.2421
241.727 33.8235
244.265 33.0698
240.215 34.0293
240.961 34.1684
241.743 33.8615
241.476 34.2535
240.629 34.4081
241.387 34.5165
243.63 34.1241
240.326 34.9426
242.098 34.082
241.603 34.3348
241.602 34.334
244.212 33.3898
238.171 38.4687
242.693 33.4306
241.651 34.0239
243.288 33.7333
242.154 35.2675
242.14 34.4134
241.873 33.9383
241.874 33.938
241.671 33.8868
242.588 33.6477
245.736 37.9155
241.17 34.9462
245.061 39.3452
244.183 40.9147
241.871 33.5835
241.792 34.0297
242.574 33.6491
241.574 34.7031
241.546 34.5993
240.23 34.4508
244.177 33.1164
242.474 34.1042
241.558 34.0666
239.991 34.733
243.064 34.0935
241.106 34.4099
241.116 34.3563
246.195 39.3694
241.76 34.7339
244.2 32.945
241.641 34.0806
241.107 34.8002
240.644 40.4165
240.136 35.1894
242.602 34.2039
244.479 33.2748
243.617 34.2914
245.173 33.0511
244.34 34.784
245.811 34.3086
243.111 35.4252
243.111 35.4252
245.82 40.6402
239.584 36.399
239.584 36.399
241.887 34.0474
242.701 35.0115
239.318 34.4694
241.714 33.7836
243.57 34.7548
238.53 40.8159
242.201 34.7599
242.999 33.7081
244.365 33.705
239.52 35.8667
242.155 34.4582
241.832 33.9245
239.598 35.8808
240.812 34.4412
244.089 34.7273
243.779 33.7968
243.761 33.768
244.968 32.7062
244.855 34.1576
241.526 35.6623
244.493 32.8294
242.045 34.4491
240.915 37.7717
243.901 36.4588
240.992 34.3985
243.827 33.9254
244.296 40.8508
239.527 35.8998
241.425 34.1819
241.694 33.9279
241.863 33.8321
241.827 33.7916
241.797 33.7878
243.567 34.2673
243.791 34.6994
241.678 34.1346
243.138 40.4035
241.587 34.0951
242.236 33.6406
241.861 34.662
243.692 36.7459
241.132 34.8075
243.241 33.236
242.165 34.4855
242.162 34.586
242.609 33.7442
242.555 33.8174
243.06 35.0902
239.553 34.6909
241.997 34.1119
242.246 34.1333
239.406 35.8287
242.454 34.3149
242.043 34.0268
241.97 34.5271
240.896 34.7336
239.557 35.8326
242.563 33.8568
238.778 42.4183
239.241 36.1869
239.233 36.1805
244.021 36.6325
241.756 33.9391
239.541 35.9219
245.106 42.6143
239.649 34.0383
241.874 34.1368
243.905 40.1484
242.682 33.9184
239.566 35.9695
244.588 40.7107
241.122 34.2955
242.118 34.1752
243.352 34.0385
242.79 34.2308
241.755 34.0552
243.353 33.1992
240.691 37.1699
243.852 34.5086
245.381 34.7677
242.491 39.6856
240.859 34.4987
242.43 33.9197
241.652 33.9797
245.104 42.6145
243.932 34.141
242.653 33.2407
244.082 34.3699
243.695 34.4277
243.917 34.3671
243.851 34.4301
243.708 34.533
239.721 34.7391
243.185 34.6749
240.858 34.3274
241.793 34.1288
240.647 34.6834
242.814 39.5211
245.995 32.7225
244.721 39.9102
245.543 36.1542
245.18 41.7242
246.269 34.6673
242.67 41.4287
240.065 41.2759
242.935 42.9817
240.937 36.0274
235.925 40.8763
236.274 38.9283
237.585 40.9976
235.986 42.9674
243.83 32.6165
238.997 35.5518
242.015 39.3056
242.395 39.2879
242.599 39.3465
243.259 39.5215
243.576 39.5005
243.95 39.5464
244.111 39.3742
244.487 39.5361
244.568 39.3886
242.12 40.4334
245.308 39.2552
245.723 39.1194
246.129 39.0673
246.495 39.2689
242.532 40.3206
246.946 40.494
243.264 40.4955
243.721 40.3632
240.2 39.5728
242.469 36.6143
242.593 36.8042
242.006 36.606
242.296 37.2008
240.463 39.6984
240.694 39.7956
241.126 39.8388
241.316 39.8889
241.841 39.2123
246.706 41.8568
244.444 39.9249
246.958 39.3451
246.988 41.8173
246.722 40.6713
240.4 39.4992
240.931 39.4861
241.55 39.1339
241.062 39.268
241.649 39.4547
241.995 38.7288
241.54 38.7246
241.07 38.9809
240.985 38.7046
240.542 38.7614
240.523 40.7798
240.99 40.2422
240.278 39.9082
239.307 38.8292
239.614 39.0466
240.189 39.1235
240.235 38.7602
239.107 39.4667
240.376 41.3577
239.463 39.3375
239.716 39.9374
239.194 40.4186
239.895 39.6021
239.966 39.2924
239.923 40.2889
236.64 41.8071
236.811 41.2724
236.094 40.0244
235.692 40.2475
235.893 40.4225
235.717 40.5048
235.867 40.5513
235.787 40.6374
235.763 40.6911
235.943 40.2196
236.307 40.1193
236.147 40.2455
236.137 40.4352
236.12 40.5437
236.119 40.6686
236.032 40.7911
236.137 40.8802
238.208 36.4855
238.233 36.2281
238.71 35.9457
238.949 36.3022
238.865 36.4259
237.643 37.4718
237.505 37.5282
237.668 37.5345
236.314 42.099
238.597 36.2928
237.623 37.9145
236.819 38.495
236.931 38.3137
236.291 39.1172
